0.0,0.0,0.0,0.0,0.0,0.0,76778
0.0,0.0,0.0,0.0,0.0,0.0,76780
0.0,0.0,0.0,0.0,0.0,0.0,76782
0.0,0.0,0.0,0.0,0.0,0.0,76784
0.0,0.0,0.0,0.0,0.0,0.0,76786
0.0,0.0,0.0,0.0,0.0,0.0,76788
0.0,0.0,0.0,0.0,0.0,0.0,76790
0.4190325,0.3546317,-0.811506,-8.143206,5.65926,0.4887104,76840
0.43475342,0.33325195,-0.79486084,-6.063205,-1.2482427,2.1462111,76842
0.43170166,0.3295288,-0.7938843,-5.9932046,-1.9307432,2.181211,76844
0.42767334,0.32763672,-0.7941284,-5.748204,-2.7182434,2.163711,76846
0.42321777,0.32562256,-0.79730225,-5.9582047,-3.4357433,2.356211,76848
0.42175293,0.32507324,-0.79870605,-5.8007045,-4.258244,2.5312114,76850
0.42053223,0.32458496,-0.80078125,-5.818205,-5.4832444,2.6012113,76852
0.42059326,0.3248291,-0.80285645,-5.8882046,-6.6382446,2.6362114,76854
0.42279053,0.32757568,-0.80407715,-5.8357043,-7.670745,2.6012113,76856
0.42095947,0.3260498,-0.80548096,-5.678204,-8.650745,2.881211,76858
0.42419434,0.32757568,-0.8083496,-5.8007045,-9.473246,2.7762113,76860
0.4237671,0.32983398,-0.8092041,-5.6957045,-10.418245,2.9162114,76862
0.42633057,0.33190918,-0.80963135,-5.6082044,-11.310747,2.9862113,76864
0.42956543,0.33312988,-0.8111572,-5.783204,-12.255748,3.0037112,76866
0.428833,0.335083,-0.8106079,-5.7307043,-13.113247,3.1787114,76868
0.4282837,0.33459473,-0.8139038,-5.783204,-14.058247,3.143711,76870
0.42840576,0.3338623,-0.8140259,-5.7482047,-14.705748,3.1962116,76872
0.4274292,0.33569336,-0.8144531,-5.5382047,-15.510747,3.2487113,76874
0.4260254,0.33270264,-0.8145752,-5.6257043,-16.228249,3.2837114,76876
0.4255371,0.33166504,-0.8144531,-5.6782045,-16.788246,3.3187115,76878
0.42468262,0.33172607,-0.8168335,-5.6957045,-17.29575,3.3887115,76880
0.42041016,0.3312378,-0.81689453,-5.730705,-17.768248,3.3187115,76882
0.42095947,0.32891846,-0.81707764,-5.6957045,-18.293247,3.3537114,76884
0.41870117,0.32714844,-0.81866455,-5.8007045,-18.48575,3.4412115,76886
0.4147339,0.3272705,-0.82037354,-5.6782045,-18.643248,3.4762115,76888
0.41357422,0.32629395,-0.8203125,-5.555704,-18.66075,3.4062114,76890
0.41046143,0.32452393,-0.81933594,-5.6082044,-18.660748,3.5812116,76892
0.4064331,0.328125,-0.8200073,-5.6957045,-18.27575,3.6337113,76894
0.4060669,0.3297119,-0.81921387,-5.6257043,-18.118248,3.6162117,76896
0.40667725,0.3310547,-0.8178711,-5.4682045,-17.75075,3.7037115,76898
0.40655518,0.33233643,-0.8149414,-5.433204,-17.365747,3.7737114,76900
0.40490723,0.3347168,-0.81463623,-5.4157047,-16.963247,3.7562118,76902
0.40545654,0.33880615,-0.81500244,-5.3982043,-16.473248,3.7212112,76904
0.40533447,0.34246826,-0.8163452,-5.205704,-15.878248,3.8612115,76906
0.40374756,0.34674072,-0.8153076,-5.100704,-15.090748,3.826212,76908
0.40283203,0.34820557,-0.8151245,-4.7507043,-14.443248,3.9312115,76910
0.40545654,0.35266113,-0.8145752,-4.925704,-13.410748,4.0187116,76912
0.40496826,0.3554077,-0.81414795,-4.8382044,-12.728248,3.9837117,76914
0.40533447,0.35803223,-0.81536865,-4.6457043,-12.063247,3.9137118,76916
0.41204834,0.36901855,-0.83496094,-3.2107036,3.7042587,4.2637115,76964
0.41485596,0.36712646,-0.8356323,-3.2107038,4.054259,4.106212,76966
0.41778564,0.36743164,-0.83447266,-3.0007038,4.264259,4.1937118,76968
0.42089844,0.36791992,-0.83428955,-3.1932037,4.526759,4.036212,76970
0.4234619,0.3694458,-0.83496094,-3.0882037,4.631759,4.1762114,76972
0.428833,0.37164307,-0.8372803,-3.0532036,4.474259,4.176212,76974
0.42956543,0.37438965,-0.8363037,-3.0707035,4.5442586,4.1237116,76976
0.43286133,0.37750244,-0.8358154,-3.2457037,4.666759,3.9137118,76978
0.43493652,0.3817749,-0.8344116,-3.1057036,4.509259,3.966212,76980
0.43615723,0.38458252,-0.8319092,-3.1582036,4.3517594,3.8962119,76982
0.43585205,0.38604736,-0.8309326,-3.2282038,4.159259,3.8787117,76984
0.43548584,0.38464355,-0.8288574,-3.1407037,3.7917585,3.9837117,76986
0.43981934,0.3848877,-0.82592773,-3.0532036,3.5292587,4.0887117,76988
0.4362793,0.38305664,-0.8277588,-3.1582036,2.8292584,3.7387116,76990
0.43475342,0.38409424,-0.82507324,-3.2982037,2.4092584,3.8437116,76992
0.43395996,0.38171387,-0.82611084,-3.2807035,1.9717582,3.8612115,76994
0.43347168,0.3809204,-0.8279419,-3.2632039,1.341758,3.7037115,76996
0.42822266,0.37841797,-0.8291626,-3.2107036,0.99175787,3.7037115,76998
0.42700195,0.3768921,-0.83032227,-3.2632036,0.34425765,3.703712,77000
0.4265747,0.37670898,-0.8319702,-3.3857038,0.029257545,3.7912114,77002
0.425354,0.3764038,-0.83392334,-3.2807035,-0.4432427,3.7737114,77004
0.442688,0.38269043,-0.81585693,-2.8607037,3.4067585,3.2137115,77070
0.44610596,0.38330078,-0.8156128,-2.8432033,3.4942586,3.1437113,77072
0.44659424,0.3864746,-0.8153076,-3.0182035,3.4242587,3.1262112,77074
0.4465332,0.3880005,-0.81274414,-3.1932037,3.4242587,3.0387113,77076
0.44781494,0.38848877,-0.8097534,-3.0357037,3.4767587,3.0562112,77078
0.4472046,0.39013672,-0.80999756,-2.7557034,3.4242587,3.0387113,77080
0.44830322,0.38928223,-0.8088379,-2.9482036,3.4592588,2.9162114,77082
0.4482422,0.38830566,-0.8062744,-3.1232038,3.5292587,2.7937112,77084
0.44659424,0.3885498,-0.8053589,-3.0882037,3.5467587,2.7237115,77086
0.4440918,0.38720703,-0.80462646,-2.7732034,3.3542588,2.7937112,77088
0.44085693,0.3842163,-0.803833,-2.8432033,3.4067585,2.7237113,77090
0.4399414,0.38238525,-0.80163574,-2.8432035,3.4067585,2.671211,77092
0.43725586,0.37921143,-0.8024292,-2.6682036,3.3017588,2.811211,77094
0.4359131,0.37512207,-0.7999878,-2.5632036,3.2317588,2.8637114,77096
0.43469238,0.37121582,-0.79937744,-2.7382035,3.1267588,2.6362114,77098
0.43615723,0.3696289,-0.79956055,-2.7382035,2.9867587,2.5662115,77100
0.43444824,0.3685913,-0.79937744,-2.7032032,2.7942586,2.6887114,77102
0.4342041,0.36669922,-0.7984009,-2.7732034,2.6717587,2.6187112,77104
0.43444824,0.36462402,-0.7994385,-2.4757032,2.304258,2.7237113,77106
0.43481445,0.36376953,-0.79974365,-2.5107033,2.1467583,2.811211,77108
0.4338379,0.364563,-0.80285645,-2.4757032,2.0592585,2.583711,77110
0.43603516,0.36761475,-0.80041504,-2.3357034,1.779258,2.7062113,77112
0.43554688,0.3684082,-0.79919434,-2.4582033,1.516758,2.7937112,77114
0.4383545,0.3694458,-0.8024292,-2.2307034,1.324258,2.7937114,77116
0.43865967,0.37127686,-0.8022461,-2.3357034,1.0967579,2.7062113,77118
0.43804932,0.375,-0.80181885,-2.4057033,0.9217578,2.5312114,77120
0.4395752,0.37579346,-0.8049927,-2.3532033,0.86925787,2.4787111,77122
0.4395752,0.3782959,-0.8059082,-2.2482033,0.41425774,2.531211,77124
0.4418335,0.37561035,-0.80358887,-2.1257033,0.4492577,2.5837111,77126
0.4432373,0.37524414,-0.80126953,-2.3182032,0.5542577,2.3387113,77128
0.44299316,0.37524414,-0.8009033,-2.3532033,0.3442577,2.5137112,77130
0.44519043,0.37322998,-0.7993164,-2.0557032,0.23925757,2.443711,77132
0.44543457,0.37347412,-0.7954712,-2.1607034,0.44925767,2.303711,77134
0.44799805,0.37213135,-0.7937012,-2.178203,0.36175764,2.2512112,77136
0.44781494,0.37158203,-0.79248047,-1.9332031,0.46675768,2.1112108,77138
0.44726563,0.37072754,-0.7925415,-1.8807032,0.5192577,2.4787114,77140
0.4472046,0.36920166,-0.7894287,-1.8982033,0.6067578,2.3387113,77142
0.4475708,0.36987305,-0.78845215,-1.7932032,0.65925777,2.233711,77144
0.44543457,0.36791992,-0.7860718,-1.9332033,0.53675777,2.3387113,77146
0.44366455,0.36950684,-0.78619385,-1.635703,0.6067578,2.146211,77148
0.44506836,0.36834717,-0.78863525,-1.6182032,0.50175774,2.023711,77150
0.44250488,0.3685913,-0.7868042,-1.5657032,0.43175772,2.0062108,77152
0.44049072,0.36712646,-0.78741455,-1.3032031,0.18675764,2.006211,77154
0.43865967,0.36694336,-0.7902832,-1.320703,0.064257585,2.0062108,77156
0.4389038,0.36608887,-0.7905884,-1.3382031,-0.0057424325,2.041211,77158
0.4407959,0.368042,-0.7915039,-1.268203,-0.11074249,2.181211,77160
0.4385376,0.36621094,-0.79296875,-1.3382031,-0.26824257,1.796211,77162
0.43841553,0.36486816,-0.795166,-1.0232028,-0.23324259,1.796211,77164
0.44140625,0.36627197,-0.7935791,-0.98820287,-0.42574266,1.9012109,77166
0.44213867,0.36639404,-0.79626465,-0.988203,-0.35574257,1.796211,77168
0.45861816,0.36871338,-0.7807007,0.28929767,-2.7882433,0.5537104,77202
0.45812988,0.36773682,-0.78308105,0.5167975,-3.1382434,0.5537106,77204
0.45928955,0.36688232,-0.78460693,0.4817976,-3.5932438,0.50121033,77206
0.4628296,0.366333,-0.78582764,0.6392975,-4.1182437,0.4137105,77208
0.46429443,0.36584473,-0.784729,0.6392977,-4.450744,0.27371034,77210
0.46295166,0.36621094,-0.78790283,0.7792978,-4.8007445,0.18621044,77212
0.4644165,0.36627197,-0.7871094,0.69179773,-5.2557445,-0.0062897224,77214
0.4638672,0.36572266,-0.7887573,0.86679775,-5.675744,-0.04128982,77216
0.46392822,0.364563,-0.78845215,0.9367979,-6.078244,-0.21628983,77218
0.46124268,0.3618164,-0.7862549,1.1117979,-6.655745,-0.26878977,77220
0.46044922,0.36108398,-0.78582764,1.1992979,-7.1457458,-0.32128975,77222
0.4593506,0.36065674,-0.78704834,1.1117977,-7.5132446,-0.49628976,77224
0.4576416,0.3618164,-0.7891846,1.2517978,-7.9857454,-0.74129,77226
0.45458984,0.3604126,-0.7897949,1.4792979,-8.213245,-0.74128985,77228
0.45544434,0.35949707,-0.7908325,1.4267977,-8.738247,-0.84629005,77230
0.45489502,0.3587036,-0.7919922,1.5317979,-9.035746,-0.98629004,77232
0.45251465,0.35766602,-0.7926636,1.6717978,-9.473246,-0.9337901,77234
0.45147705,0.35742188,-0.7963257,1.741798,-9.683247,-1.0037901,77236
0.4505005,0.35705566,-0.79888916,1.811798,-9.980746,-1.0037901,77238
0.44873047,0.35894775,-0.7993164,1.9517981,-10.138247,-1.0912901,77240
0.41607666,0.36480713,-0.8213501,3.4567988,-8.790746,-1.8787901,77284
0.41571045,0.3623047,-0.8215332,3.3692987,-8.423244,-1.9662905,77286
0.41760254,0.3630371,-0.8200073,3.6317985,-8.265746,-1.9837905,77288
0.4180298,0.36279297,-0.8201904,3.3167987,-7.880745,-2.0012903,77290
0.41815186,0.36053467,-0.81762695,3.771799,-7.5132446,-2.0712903,77292
0.41778564,0.3626709,-0.817688,3.701799,-7.215745,-2.1587903,77294
0.4189453,0.36444092,-0.8198242,3.6842983,-6.6907444,-2.0712903,77296
0.41809082,0.36566162,-0.81658936,3.7717981,-6.4807453,-2.1062903,77298
0.4180298,0.3670044,-0.8173828,3.9117987,-6.3232446,-2.3162904,77300
0.41833496,0.36810303,-0.8171997,3.9117987,-6.0082445,-2.0712903,77302
0.4182129,0.36865234,-0.8187256,4.1567993,-5.7807446,-2.1237905,77304
0.41870117,0.3685913,-0.819397,3.9817994,-5.5532446,-2.1762903,77306
0.41693115,0.36663818,-0.8201294,4.121799,-5.430744,-2.1237905,77308
0.4161377,0.36688232,-0.8226929,4.314299,-5.3257446,-2.0712905,77310
0.4169922,0.36676025,-0.8233032,4.1217985,-5.1682444,-2.1412904,77312
0.41845703,0.3659668,-0.8251953,4.226799,-5.045744,-2.0712903,77314
0.41723633,0.3659668,-0.82836914,4.5767984,-4.9757442,-2.1412904,77316
0.41882324,0.36480713,-0.8308716,4.331799,-4.9757442,-2.2112904,77318
0.41833496,0.36279297,-0.8321533,4.3667994,-4.9232445,-2.2462904,77320
0.41815186,0.3635254,-0.83306885,4.296798,-4.870744,-2.1937902,77322
0.41619873,0.36505127,-0.83410645,4.559299,-5.0807447,-2.2112904,77324
0.40112305,0.34777832,-0.85198975,3.9467988,-6.2707453,-2.0537903,77368
0.3991089,0.3501587,-0.84991455,3.8417983,-6.0957446,-2.0187902,77370
0.39874268,0.3494873,-0.8501587,3.9117985,-5.9382443,-1.9137902,77372
0.3972168,0.34973145,-0.8516846,3.8067987,-5.7807446,-1.8962904,77374
0.3947754,0.3486328,-0.8493042,3.7192988,-5.5357437,-2.0537903,77376
0.39294434,0.34820557,-0.8477173,3.7192988,-5.1507444,-2.0537903,77378
0.3927002,0.3493042,-0.8468628,3.8067987,-5.0282445,-2.0187902,77380
0.39208984,0.34936523,-0.84454346,3.7542994,-4.9232445,-1.8262904,77382
0.39257813,0.350708,-0.8457031,3.5617988,-4.660744,-1.8087903,77384
0.39276123,0.3499756,-0.8440552,3.5442986,-4.678244,-1.7387903,77386
0.3922119,0.35095215,-0.84521484,3.4042985,-4.5032444,-1.7737902,77388
